"id","Number.of.Policies","Response","Coverage","Education","EmploymentStatus","Gender"
5646,9,1,1,4,5,1
5647,1,1,1,2,2,1
5648,2,1,2,3,2,1
5649,1,1,1,1,2,2
5650,2,2,1,1,3,2
5651,3,1,2,2,2,2
5652,6,1,1,4,1,2
5653,8,2,2,4,2,2
5654,1,1,2,2,2,2
5655,3,1,1,2,2,1
5656,1,1,2,4,2,1
5657,1,1,1,5,2,2
5658,2,1,3,5,2,1
5659,1,1,1,1,3,1
5660,1,1,3,2,2,1
5661,2,1,1,2,2,1
5662,1,1,1,2,2,1
5663,4,1,1,4,2,1
5664,9,1,2,4,5,2
5665,1,1,3,1,2,1
5666,9,1,1,2,3,2
5667,2,1,1,1,2,1
5668,3,1,2,4,5,2
5669,8,1,1,2,2,1
5670,3,1,1,1,2,1
5671,1,1,2,4,4,1
5672,1,1,1,4,2,1
5673,1,1,1,2,5,1
5674,1,1,2,1,2,1
5675,1,1,2,2,5,1
5676,1,1,1,1,2,2
5677,4,1,3,2,2,1
5678,8,1,2,1,2,2
5679,6,1,1,1,2,1
5680,7,1,1,5,3,2
5681,1,1,1,1,2,1
5682,1,1,1,1,2,1
5683,2,2,1,1,2,2
5684,1,1,1,5,2,1
5685,1,1,3,4,2,1
5686,4,1,1,4,2,2
5687,2,1,1,4,1,2
5688,3,1,2,1,2,1
5689,1,1,2,5,2,2
5690,1,1,1,1,2,2
5691,6,1,2,2,2,2
5692,7,1,1,2,5,1
5693,3,1,2,1,2,2
5694,2,1,1,5,2,1
5695,3,1,2,1,5,1
5696,2,1,1,4,2,2
5697,4,1,2,4,2,1
5698,7,1,2,1,2,2
5699,1,1,1,1,2,1
5700,1,1,3,4,5,1
5701,1,1,2,2,2,1
5702,1,2,2,1,3,1
5703,1,1,2,4,5,2
5704,1,1,1,2,2,1
5705,1,1,1,5,2,1
5706,9,1,1,1,2,2
5707,3,1,1,1,5,2
5708,3,2,2,2,4,2
5709,1,1,2,1,5,2
5710,1,1,1,1,5,1
5711,1,1,1,4,5,1
5712,8,1,1,3,3,2
5713,2,1,1,4,2,1
5714,5,1,3,2,5,2
5715,1,2,3,4,2,1
5716,8,1,1,1,5,1
5717,2,1,2,4,2,2
5718,3,1,1,1,5,1
5719,2,1,2,1,5,1
5720,2,1,1,4,2,1
5721,7,1,2,4,1,2
5722,7,1,1,1,2,2
5723,1,1,1,4,5,1
5724,2,1,1,1,3,2
5725,9,1,2,2,5,1
5726,8,1,2,4,5,1
5727,3,1,2,1,1,2
5728,1,2,3,2,2,2
5729,2,1,1,2,2,2
5730,7,1,2,4,5,1
5731,6,1,1,1,3,1
5732,3,1,2,1,5,1
5733,2,1,2,4,2,2
5734,3,2,1,1,2,1
5735,2,1,1,2,2,1
5736,7,1,1,2,2,1
5737,4,2,1,2,2,2
5738,9,2,2,4,5,2
5739,3,1,2,4,2,2
5740,1,2,2,1,4,1
5741,1,1,2,2,5,2
5742,1,1,1,2,2,2
5743,2,2,1,2,4,2
5744,2,1,1,4,2,1
5745,2,1,3,4,2,2
5746,1,1,2,2,2,1
5747,2,1,1,2,2,1
5748,1,1,2,4,2,2
5749,2,2,2,1,5,1
5750,1,1,3,2,5,1
5751,1,2,3,4,5,2
5752,8,1,1,1,5,2
5753,1,1,2,1,2,2
5754,8,1,3,1,2,2
5755,2,2,1,2,2,2
5756,2,1,1,4,2,1
5757,8,1,1,2,1,2
5758,2,1,3,4,2,2
5759,3,1,1,2,2,1
5760,2,1,1,2,2,1
5761,1,1,3,1,2,1
5762,3,1,1,4,2,2
5763,1,1,1,1,2,2
5764,1,1,1,4,5,1
5765,2,1,1,2,2,1
5766,2,1,1,2,2,1
5767,2,1,1,2,2,1
5768,2,2,1,4,2,1
5769,2,1,3,4,5,1
5770,3,1,2,1,2,1
5771,2,1,1,2,2,1
5772,6,1,3,2,2,1
5773,6,1,2,2,3,2
5774,3,1,2,1,5,2
5775,2,1,2,4,5,2
5776,1,1,1,5,2,1
5777,3,1,1,5,2,1
5778,3,2,1,2,2,2
5779,1,2,1,2,4,1
5780,6,1,2,4,3,1
5781,1,1,1,1,2,2
5782,2,1,2,4,5,2
5783,1,1,2,1,2,1
5784,1,1,2,5,2,1
5785,2,1,1,4,2,1
5786,1,1,2,5,2,2
5787,1,1,1,1,1,1
5788,2,1,1,5,2,2
5789,1,1,2,4,3,1
5790,4,1,1,1,5,1
5791,3,1,1,5,2,1
5792,1,1,2,2,5,2
5793,2,2,1,1,2,2
5794,2,2,3,4,2,2
5795,2,1,1,4,1,2
5796,1,1,2,4,2,2
5797,6,1,1,3,2,1
5798,1,1,1,1,2,1
5799,8,1,1,4,5,1
5800,1,1,2,1,3,1
5801,2,2,1,2,5,2
5802,1,1,1,1,2,1
5803,1,1,2,4,1,2
5804,8,1,1,1,2,2
5805,2,1,2,2,3,2
5806,4,1,1,2,2,2
5807,2,2,2,2,5,2
5808,3,1,1,4,2,2
5809,3,1,1,2,2,1
5810,2,1,1,4,2,1
5811,1,1,2,1,2,1
5812,1,1,1,1,5,1
5813,6,1,2,1,5,2
5814,1,1,1,2,2,2
5815,2,1,2,1,2,2
5816,9,1,2,1,2,1
5817,2,1,1,4,2,2
5818,2,1,2,4,5,1
5819,2,1,3,1,2,1
5820,4,1,1,1,2,2
5821,1,1,1,4,2,1
5822,1,2,2,4,5,1
5823,8,1,1,4,2,2
5824,8,2,2,2,2,1
5825,2,2,3,4,2,1
5826,2,1,1,4,2,2
5827,4,1,1,1,2,1
5828,9,1,3,3,2,1
5829,8,1,2,2,5,1
5830,2,1,2,1,2,1
5831,7,1,2,2,5,2
5832,3,1,1,1,2,1
5833,2,1,1,1,5,1
5834,1,2,3,1,2,1
5835,1,1,1,4,2,2
5836,3,1,1,2,2,2
5837,1,1,1,4,2,2
5838,1,1,1,1,5,2
5839,1,2,2,3,2,2
5840,6,1,1,2,5,1
5841,1,1,1,4,2,2
5842,9,1,2,4,5,2
5843,3,1,1,4,2,1
5844,3,1,2,2,5,1
5845,9,1,1,4,1,2
5846,1,1,2,4,2,2
5847,1,1,2,1,2,1
5848,2,1,2,2,2,2
5849,9,1,1,5,5,2
5850,3,1,2,4,2,1
5851,3,1,2,4,2,1
5852,9,1,2,1,2,1
5853,3,2,1,2,2,2
5854,4,1,1,5,2,1
5855,2,1,2,1,2,1
5856,5,1,1,4,2,2
5857,1,1,1,4,2,2
5858,1,2,1,1,2,1
5859,1,1,1,5,2,2
5860,1,1,1,5,1,2
5861,1,2,2,2,2,2
5862,1,1,1,1,5,2
5863,1,2,2,4,2,1
5864,2,1,1,2,2,1
5865,2,1,2,1,5,2
5866,3,1,1,1,5,2
5867,1,1,2,1,5,1
5868,1,1,1,4,5,2
5869,1,1,1,5,2,2
5870,4,1,1,2,2,1
5871,1,1,1,4,2,2
5872,3,1,2,1,5,1
5873,2,1,2,5,4,1
5874,3,1,1,1,2,2
5875,1,1,1,4,2,1
5876,1,1,2,1,1,1
5877,3,1,1,4,2,1
5878,1,1,1,1,5,1
5879,7,1,3,4,2,1
5880,3,1,3,4,2,1
5881,2,1,3,2,2,2
5882,1,1,2,4,5,2
5883,1,2,2,5,2,2
5884,4,1,1,2,5,2
5885,1,2,3,1,2,1
5886,2,1,2,4,1,1
5887,7,2,1,4,5,2
5888,1,1,2,4,3,2
5889,3,1,1,2,5,1
5890,1,2,1,2,2,2
5891,1,2,1,5,2,1
5892,1,1,3,2,5,2
5893,5,1,2,1,5,1
5894,1,1,2,1,5,2
5895,1,1,1,2,5,2
5896,2,1,1,2,2,2
5897,7,1,2,5,5,2
5898,6,1,2,4,2,1
5899,1,1,2,1,5,2
5900,2,1,1,1,5,2
5901,1,2,2,1,2,1
5902,2,1,2,1,2,1
5903,3,1,1,1,1,2
5904,6,1,1,2,5,1
5905,6,1,1,4,1,2
5906,5,1,3,4,2,2
5907,1,1,2,4,5,2
5908,4,1,1,2,5,2
5909,9,2,1,4,2,2
5910,1,2,1,2,5,2
5911,1,1,1,4,5,2
5912,2,1,1,4,2,1
5913,2,1,1,2,2,2
5914,7,1,2,2,5,2
5915,1,1,1,4,2,2
5916,2,1,1,4,2,2
5917,1,1,1,3,2,1
5918,1,1,1,5,2,1
5919,1,1,3,1,2,1
5920,3,1,1,5,1,1
5921,1,2,1,5,2,1
5922,6,1,1,4,5,1
5923,1,2,2,4,2,1
5924,2,2,1,5,4,1
5925,1,1,1,4,2,1
5926,3,1,1,4,5,1
5927,1,1,2,1,2,1
5928,7,1,1,2,2,2
5929,1,1,2,4,2,2
5930,9,1,1,1,2,1
5931,1,1,1,4,5,2
5932,1,1,1,2,3,1
5933,2,1,1,3,1,2
5934,2,1,2,1,2,1
5935,3,1,1,1,5,1
5936,1,1,1,1,5,2
5937,2,1,1,1,2,1
5938,2,1,1,1,2,2
5939,3,2,1,4,2,2
5940,7,1,1,1,5,1
5941,1,1,1,2,2,1
5942,1,2,2,2,2,1
5943,1,1,1,1,2,1
5944,1,1,2,1,5,2
5945,2,2,3,4,2,1
5946,8,1,2,1,2,2
5947,2,1,1,1,2,2
5948,2,1,1,2,2,2
5949,5,1,1,1,5,2
5950,1,2,1,1,5,2
5951,3,1,1,4,5,2
5952,3,1,3,2,5,2
5953,4,1,1,2,5,2
5954,1,1,1,1,2,2
5955,1,1,2,5,2,1
5956,5,2,2,3,2,2
5957,1,1,1,2,5,2
5958,1,1,2,4,2,2
5959,9,2,1,1,2,2
5960,2,1,1,3,3,1
5961,5,1,2,1,2,2
5962,1,1,2,2,5,1
5963,4,1,1,1,3,2
5964,1,1,1,5,4,1
5965,1,1,1,4,2,2
5966,1,1,1,1,2,1
5967,8,1,1,2,2,1
5968,1,1,1,4,5,2
5969,6,1,1,4,2,2
5970,6,1,1,1,2,1
5971,8,1,2,2,2,1
5972,5,1,1,2,1,1
5973,2,1,2,5,2,2
5974,1,1,1,2,5,1
5975,8,1,2,1,5,1
5976,1,1,2,4,2,2
5977,7,1,2,4,5,1
5978,3,1,2,2,3,1
5979,2,1,1,5,2,1
5980,9,1,2,4,2,1
5981,1,1,2,4,2,1
5982,5,1,2,1,2,2
5983,1,1,1,1,2,2
5984,3,1,2,2,2,1
5985,2,1,1,2,2,2
5986,2,1,2,1,2,2
5987,1,1,1,5,2,1
5988,2,2,1,4,2,1
5989,3,2,1,4,1,1
5990,1,1,1,4,5,1
5991,1,1,1,1,2,1
5992,2,1,1,1,2,2
5993,2,1,3,1,2,1
5994,3,2,1,2,2,2
5995,1,1,1,3,2,1
5996,5,1,1,2,2,2
5997,2,1,1,4,2,2
5998,7,2,2,4,5,2
5999,1,1,1,4,5,2
6000,3,2,1,4,2,1
6001,1,1,1,4,3,1
6002,1,1,1,2,2,2
6003,1,1,1,5,3,1
6004,1,1,1,4,2,1
6005,8,1,3,2,2,1
6006,2,2,1,2,2,2
6007,3,1,1,4,5,1
6008,8,1,1,1,2,2
6009,2,2,1,1,2,1
6010,7,1,1,2,2,2
6011,2,2,1,4,5,1
6012,3,1,1,4,2,1
6013,1,1,1,1,2,1
6014,6,1,2,4,2,1
6015,5,1,1,5,3,2
6016,2,1,3,2,2,1
6017,2,1,1,1,5,1
6018,3,1,3,4,2,2
6019,2,1,2,5,2,1
6020,3,1,1,4,2,2
6021,1,1,1,2,2,2
6022,8,1,1,4,2,1
6023,1,1,3,1,5,2
6024,1,1,2,4,5,1
6025,9,1,2,4,2,1
6026,2,1,1,2,5,1
6027,1,1,2,2,2,1
6028,2,1,2,4,2,2
6029,2,1,1,2,5,2
6030,3,1,1,4,2,1
6031,5,1,1,5,2,2
6032,1,1,2,1,2,1
6033,2,1,1,2,2,1
6034,7,1,3,4,5,1
6035,4,1,2,1,2,1
6036,6,1,1,2,4,2
6037,2,1,1,4,5,1
6038,1,1,1,1,5,2
6039,4,1,3,1,2,2
6040,3,1,2,5,2,1
6041,2,1,1,4,5,1
6042,2,1,2,4,5,2
6043,1,1,1,4,2,1
6044,1,1,1,4,2,2
6045,2,2,1,2,2,2
6046,3,1,1,1,5,2
6047,2,2,1,1,2,1
6048,2,1,1,1,2,1
6049,1,1,1,1,5,2
6050,8,1,2,2,2,1
6051,1,1,1,1,2,2
6052,8,1,1,4,2,1
6053,1,1,1,2,5,2
6054,6,1,1,5,5,2
6055,7,1,1,4,2,1
6056,1,1,1,4,2,1
6057,1,1,1,4,2,2
6058,4,1,1,4,2,1
6059,1,1,1,4,2,2
6060,1,1,2,4,5,1
6061,1,1,2,1,5,1
6062,1,1,1,4,1,1
6063,7,1,1,4,5,2
6064,1,1,1,2,5,1
6065,1,1,2,4,1,1
6066,1,1,2,5,2,2
6067,2,1,1,3,5,2
6068,1,1,1,4,2,2
6069,2,1,2,2,2,1
6070,5,1,1,1,5,1
6071,1,1,2,1,1,1
6072,1,1,3,1,5,2
6073,5,1,1,2,2,2
6074,6,1,1,4,2,1
6075,2,1,1,4,2,1
6076,3,1,2,4,2,2
6077,2,1,2,2,5,1
6078,2,1,3,2,2,2
6079,1,1,1,1,5,2
6080,5,1,1,1,5,2
6081,2,1,1,2,2,1
6082,1,1,1,4,2,1
6083,1,1,2,4,2,1
6084,6,1,2,1,5,1
6085,1,1,1,1,2,2
6086,8,1,2,2,2,2
6087,3,1,1,1,2,1
6088,9,1,2,2,5,2
6089,1,1,1,2,2,2
6090,1,1,1,3,2,1
6091,1,1,1,4,2,2
6092,2,1,1,1,2,2
6093,2,1,2,4,3,2
6094,1,1,1,2,5,1
6095,3,1,1,5,5,1
6096,2,2,3,4,2,1
6097,2,1,1,2,2,1
6098,1,1,1,1,3,1
6099,1,1,2,2,5,2
6100,1,1,1,2,2,2
6101,4,1,1,1,5,1
6102,1,1,1,4,5,1
6103,2,1,2,1,5,2
6104,5,1,1,1,2,1
6105,1,2,1,4,2,1
6106,1,1,2,2,2,2
6107,2,1,3,4,2,1
6108,2,1,2,4,3,2
6109,1,2,1,5,2,1
6110,5,1,2,1,2,1
6111,1,1,1,1,3,2
6112,2,1,1,1,2,1
6113,7,2,2,4,2,2
6114,2,1,2,4,2,1
6115,2,1,2,1,5,1
6116,3,1,1,5,2,2
6117,3,1,1,4,2,2
6118,1,1,3,2,1,1
6119,1,1,1,2,5,1
6120,2,2,1,4,4,2
6121,3,1,1,4,5,2
6122,2,1,1,5,2,1
6123,1,1,2,4,2,2
6124,1,1,2,5,4,1
6125,9,1,1,2,3,2
6126,2,1,2,2,2,2
6127,1,1,1,4,2,1
6128,6,1,2,4,2,2
6129,3,1,1,2,5,2
6130,1,1,1,1,5,1
6131,8,1,2,1,5,2
6132,1,1,2,1,2,1
6133,8,1,2,2,4,2
6134,1,1,1,1,5,2
6135,5,1,2,2,1,2
6136,1,1,2,4,1,1
6137,2,2,2,5,4,1
6138,2,2,2,1,5,1
6139,6,1,1,1,2,1
6140,1,1,1,2,5,2
6141,2,2,2,5,5,2
6142,4,1,2,4,2,1
6143,4,2,1,4,2,2
6144,2,1,2,1,2,1
6145,1,1,2,4,5,1
6146,2,1,1,4,2,2
6147,5,1,1,4,2,1
6148,2,1,3,2,2,2
6149,2,1,1,4,2,1
6150,1,1,1,1,2,1
6151,2,1,1,4,5,2
6152,3,1,1,4,2,1
6153,9,2,3,4,2,1
6154,1,1,3,4,2,2
6155,2,1,2,4,2,1
6156,1,1,1,4,2,1
6157,3,1,1,4,5,1
6158,2,1,1,1,3,1
6159,2,2,1,1,2,1
6160,2,1,1,5,2,2
6161,7,1,1,1,2,1
6162,2,1,1,1,2,2
6163,1,1,2,4,2,2
6164,7,1,3,1,2,1
6165,2,1,1,2,2,1
6166,1,1,2,5,3,1
6167,4,1,1,2,5,2
6168,1,1,1,1,5,1
6169,3,1,2,3,2,1
6170,4,1,2,1,2,2
6171,3,2,2,2,2,1
6172,2,1,1,1,1,1
6173,3,1,1,4,2,1
6174,1,1,1,4,2,2
6175,1,1,1,2,2,1
6176,1,1,1,2,5,1
6177,2,1,2,2,2,2
6178,4,1,3,2,2,2
6179,1,1,1,1,2,1
6180,1,1,1,2,2,1
6181,1,1,2,2,1,1
6182,1,1,1,2,2,2
6183,8,1,3,2,4,2
6184,8,1,1,1,2,2
6185,5,2,1,1,2,2
6186,3,1,1,2,2,1
6187,2,1,2,2,2,1
6188,1,1,2,1,2,1
6189,4,1,1,5,2,1
6190,2,1,2,1,2,1
6191,1,1,2,5,5,1
6192,1,1,2,2,5,1
6193,9,1,1,2,2,1
6194,1,1,1,4,5,2
6195,7,1,1,4,2,2
6196,1,1,1,1,2,2
6197,3,1,1,2,2,2
6198,1,1,1,4,5,1
6199,2,1,1,2,5,2
6200,1,1,1,1,2,1
6201,1,1,1,4,2,2
6202,1,1,2,1,2,1
6203,3,1,2,1,2,1
6204,2,1,2,1,2,2
6205,9,2,1,1,2,2
6206,2,1,1,4,2,1
6207,1,2,3,2,5,2
6208,3,1,2,2,2,2
6209,2,1,1,1,2,1
6210,2,1,2,4,5,2
6211,1,1,2,4,1,1
6212,6,1,1,1,2,2
6213,2,1,2,1,2,2
6214,2,1,2,4,2,1
6215,2,1,1,1,2,2
6216,2,1,1,5,2,1
6217,1,1,1,4,4,1
6218,7,1,1,2,2,1
6219,2,1,1,2,2,1
6220,1,1,1,1,2,1
6221,3,1,3,2,2,2
6222,2,1,1,1,2,1
6223,2,1,1,1,2,2
6224,2,1,1,4,2,2
6225,3,1,2,1,2,2
6226,1,1,1,4,2,1
6227,3,1,2,2,3,2
6228,8,1,3,4,2,1
6229,1,1,1,1,2,2
6230,2,1,1,2,2,2
6231,4,1,1,4,2,1
6232,1,1,2,1,5,1
6233,2,2,1,4,5,1
6234,6,1,1,5,2,1
6235,3,1,3,4,5,2
6236,3,1,2,4,2,1
6237,2,1,1,4,5,2
6238,2,1,2,4,5,2
6239,1,1,1,5,2,1
6240,8,1,3,2,5,2
6241,3,1,1,2,5,2
6242,5,1,1,2,5,2
6243,5,1,2,1,2,2
6244,3,1,1,4,2,2
6245,3,1,1,4,2,1
6246,8,1,1,1,2,2
6247,4,1,1,1,2,2
6248,1,1,1,2,2,1
6249,2,1,1,4,2,2
6250,2,1,3,5,2,1
6251,2,1,1,2,2,1
6252,2,1,2,4,2,1
6253,2,1,2,1,2,1
6254,1,2,2,2,5,1
6255,3,1,1,2,2,2
6256,1,1,1,5,2,1
6257,7,1,1,2,2,2
6258,1,1,2,1,2,1
6259,2,1,1,1,2,1
6260,3,1,1,2,2,2
6261,1,1,1,5,5,1
6262,1,2,2,3,2,2
6263,1,1,1,1,5,2
6264,1,1,1,2,2,1
6265,1,1,2,1,2,2
6266,3,1,1,2,1,1
6267,1,1,1,2,5,2
6268,2,2,1,2,5,2
6269,6,1,2,1,2,2
6270,3,1,2,2,2,1
6271,1,2,2,5,2,1
6272,2,1,1,1,1,2
6273,9,1,1,2,1,1
6274,5,1,1,1,2,2
6275,1,1,2,1,5,2
6276,1,2,2,2,5,2
6277,1,1,1,1,5,1
6278,1,1,1,4,2,1
6279,1,1,1,2,5,1
6280,1,1,1,2,1,1
6281,2,1,2,4,5,1
6282,9,1,1,2,5,1
6283,3,1,2,4,2,1
6284,8,1,2,2,2,1
6285,8,1,2,2,2,1
6286,2,1,1,2,2,1
6287,9,1,3,4,2,2
6288,3,1,1,1,2,1
6289,9,1,2,1,5,1
6290,1,1,1,2,2,1
6291,1,1,2,1,5,2
6292,1,1,1,2,3,2
6293,8,1,1,1,2,2
6294,6,1,1,4,2,1
6295,1,1,2,5,5,2
6296,1,2,1,4,4,1
6297,1,1,1,1,5,2
6298,1,1,1,1,2,2
6299,8,1,1,1,2,2
6300,9,1,1,4,2,2
6301,1,1,3,3,2,2
6302,2,1,1,4,5,2
6303,1,1,1,1,2,1
6304,1,1,2,2,5,2
6305,9,1,1,2,2,1
6306,3,2,1,2,4,2
6307,1,2,1,1,5,1
6308,1,1,2,5,2,2
6309,6,1,1,4,2,2
6310,2,1,1,2,2,2
6311,2,2,1,1,4,2
6312,3,1,1,4,2,1
6313,3,1,1,4,2,2
6314,1,1,1,4,2,1
6315,1,1,1,5,2,1
6316,1,1,3,4,5,2
6317,2,1,2,2,5,1
6318,1,1,1,4,2,2
6319,1,1,3,1,2,2
6320,2,1,1,2,3,2
6321,1,1,1,4,5,1
6322,1,2,1,2,3,1
6323,1,1,1,2,1,1
6324,5,1,2,2,5,2
6325,2,1,2,2,2,2
6326,1,2,2,5,2,2
6327,1,1,3,4,2,1
6328,1,1,2,2,5,1
6329,1,1,1,1,5,2
6330,2,1,1,5,1,1
6331,9,1,1,1,5,2
6332,7,1,1,4,2,2
6333,1,1,3,1,5,2
6334,2,2,1,1,2,2
6335,5,1,1,2,3,1
6336,2,1,2,4,5,1
6337,7,1,1,1,3,1
6338,2,1,1,4,2,2
6339,2,2,1,1,2,2
6340,3,1,1,4,2,1
6341,4,1,1,4,2,1
6342,7,1,1,1,2,2
6343,1,2,3,1,2,1
6344,2,2,2,2,2,2
6345,2,1,2,5,2,2
6346,1,2,1,4,2,2
6347,1,1,2,4,2,2
6348,4,1,1,1,5,1
6349,2,1,1,1,2,1
6350,3,1,1,4,2,1
6351,3,1,2,3,2,1
6352,3,1,1,4,2,2
6353,9,1,2,4,5,2
6354,2,1,2,1,2,1
6355,5,1,1,1,2,2
6356,1,1,1,2,2,2
6357,2,1,2,2,2,2
6358,2,2,1,2,3,1
6359,2,1,1,1,2,2
6360,3,1,1,4,5,1
6361,2,1,2,4,5,2
6362,2,1,1,4,2,2
6363,3,1,1,1,5,1
6364,2,2,2,2,5,2
6365,1,1,2,1,2,2
6366,1,1,2,4,2,1
6367,1,1,2,4,2,1
6368,3,1,1,4,1,2
6369,3,2,2,2,2,1
6370,3,1,3,2,2,2
6371,1,1,3,1,2,1
6372,3,1,1,4,5,2
6373,1,2,2,1,2,1
6374,2,1,1,1,2,1
6375,1,1,1,1,5,2
6376,5,1,2,2,4,2
6377,3,1,2,1,2,1
6378,8,1,1,5,3,2
6379,1,1,2,2,2,1
6380,5,1,1,4,2,1
6381,2,1,2,3,2,2
6382,1,1,2,2,5,1
6383,1,1,1,4,2,1
6384,2,2,1,2,4,2
6385,1,1,1,4,5,2
6386,1,1,1,4,5,1
6387,1,2,2,2,2,1
6388,2,1,1,4,2,1
6389,7,1,2,4,5,2
6390,2,1,1,4,2,2
6391,1,1,1,3,2,2
6392,8,1,2,5,2,1
6393,7,1,2,4,5,1
6394,3,1,1,4,5,1
6395,1,1,1,3,2,1
6396,1,1,1,1,1,2
6397,8,1,1,2,2,2
6398,2,1,1,4,2,1
6399,1,1,2,1,3,1
6400,8,1,2,1,2,1
6401,3,1,2,2,2,1
6402,1,1,1,2,2,2
6403,1,1,1,1,2,1
6404,1,1,2,1,5,1
6405,7,1,1,4,2,1
6406,3,1,1,4,3,2
6407,2,1,2,4,1,1
6408,1,2,2,1,2,1
6409,1,1,2,2,2,2
6410,2,1,3,1,2,2
6411,2,2,1,1,4,2
6412,7,1,1,2,2,2
6413,4,1,1,4,5,1
6414,1,2,2,2,2,1
6415,1,2,1,1,1,1
6416,1,1,1,1,2,2
6417,2,1,3,1,1,1
6418,1,2,1,1,5,2
6419,8,1,2,1,2,2
6420,2,1,1,2,2,2
6421,3,1,1,1,2,1
6422,7,2,2,4,2,2
6423,1,1,1,2,2,2
6424,9,1,1,4,2,1
6425,3,1,1,4,5,1
6426,1,1,1,2,2,2
6427,7,1,1,5,5,2
6428,4,1,1,4,2,1
6429,3,1,1,1,2,2
6430,1,1,1,4,2,2
6431,7,1,1,4,2,2
6432,3,1,1,1,2,1
6433,1,1,2,2,2,1
6434,3,1,1,1,1,1
6435,9,1,1,1,2,1
6436,1,2,1,2,4,2
6437,4,1,2,1,2,2
6438,3,1,1,1,1,2
6439,1,1,1,5,2,1
6440,6,1,1,4,2,2
6441,2,1,2,1,2,2
6442,1,1,1,5,2,1
6443,1,2,2,2,4,1
6444,1,1,1,1,2,1
6445,6,1,1,2,1,1
6446,2,2,1,4,1,1
6447,1,1,1,4,2,2
6448,1,2,2,1,2,1
6449,2,1,1,1,2,1
6450,3,1,1,4,2,2
6451,1,1,3,1,2,2
6452,1,1,1,1,2,1
6453,2,2,1,2,4,2
6454,2,1,3,4,2,1
6455,1,2,1,2,2,2
6456,9,1,2,4,2,2
6457,4,1,1,1,5,1
6458,9,1,1,2,2,1
6459,3,1,1,4,2,2
6460,2,1,2,1,2,1
6461,1,1,1,1,2,1
6462,2,1,1,4,2,1
6463,7,1,1,1,2,2
6464,9,1,1,2,2,1
6465,2,1,2,4,2,1
6466,1,1,1,5,5,2
6467,1,1,2,4,2,2
6468,2,1,1,4,5,2
6469,1,1,3,2,2,1
6470,1,1,2,2,1,1
6471,7,1,2,5,2,1
6472,2,2,1,1,2,2
6473,1,1,1,4,2,2
6474,9,1,2,4,5,2
6475,2,1,1,2,2,1
6476,2,1,2,4,2,2
6477,3,1,2,4,2,2
6478,1,1,3,1,2,2
6479,2,2,1,1,2,2
6480,9,1,1,2,5,1
6481,1,1,2,2,2,1
6482,8,1,2,1,2,2
6483,1,1,1,1,2,2
6484,2,2,1,4,1,1
6485,1,1,1,2,1,1
6486,1,1,1,1,5,1
6487,3,1,2,1,2,2
6488,1,1,1,1,2,1
6489,3,1,2,2,5,1
6490,5,2,2,1,5,1
6491,8,1,1,5,5,2
6492,2,1,1,2,2,2
6493,1,1,1,4,5,2
6494,1,1,1,4,5,2
6495,1,1,1,2,2,2
6496,2,1,2,3,2,1
6497,1,2,2,5,2,1
6498,9,1,1,4,5,1
6499,1,1,1,4,2,1
6500,2,1,1,5,2,1
6501,1,1,1,5,2,2
6502,1,2,1,2,2,1
6503,4,1,3,2,2,2
6504,6,1,1,2,2,2
6505,7,1,1,1,2,2
6506,2,2,1,4,1,1
6507,4,1,1,4,2,1
6508,1,1,2,5,2,2
6509,3,2,1,5,1,1
6510,2,1,1,2,5,1
6511,1,1,2,1,2,1
6512,6,1,2,2,5,2
6513,1,1,2,2,2,1
6514,1,1,2,4,1,2
6515,1,1,1,4,5,1
6516,1,1,2,3,1,2
6517,1,1,3,4,2,2
6518,7,2,1,4,5,2
6519,3,1,2,1,2,2
6520,9,1,1,2,2,1
6521,2,1,1,4,2,1
6522,2,1,1,2,2,2
6523,1,1,1,2,2,2
6524,1,1,2,1,5,1
6525,2,1,1,5,5,1
6526,1,1,1,1,2,2
6527,3,1,1,1,5,2
6528,1,1,1,2,2,2
6529,7,1,1,4,2,1
6530,1,1,1,4,2,1
6531,5,1,2,3,2,2
6532,1,1,1,1,5,2
6533,1,1,1,4,2,2
6534,2,1,1,4,2,2
6535,3,1,1,4,2,2
6536,1,1,2,1,2,2
6537,3,1,1,4,2,1
6538,2,1,2,1,5,1
6539,8,1,1,1,2,1
6540,5,1,3,4,2,1
6541,4,1,1,1,1,1
6542,6,2,2,4,1,1
6543,3,1,2,2,2,1
6544,3,1,2,4,2,2
6545,1,1,1,1,2,2
6546,9,1,2,4,5,2
6547,3,1,1,1,5,2
6548,6,1,1,4,2,1
6549,1,2,2,2,2,2
6550,6,1,2,5,2,1
6551,3,1,2,2,3,2
6552,1,1,1,2,5,1
6553,2,2,1,4,2,1
6554,7,2,2,4,5,2
6555,2,1,1,2,2,1
6556,6,1,1,4,1,1
6557,1,2,1,2,2,2
6558,2,1,1,1,2,2
6559,1,1,1,4,5,2
6560,2,1,1,1,5,2
6561,2,2,1,2,5,2
6562,1,1,1,2,2,1
6563,9,1,1,1,2,2
6564,9,1,1,1,5,2
6565,1,2,3,4,2,1
6566,6,1,1,2,2,1
6567,2,1,1,1,2,1
6568,2,1,1,4,2,2
6569,2,1,1,2,2,2
6570,2,1,3,5,2,1
6571,1,1,2,2,2,2
6572,2,2,1,2,3,1
6573,2,1,1,5,5,2
6574,1,1,1,4,2,2
6575,3,1,1,5,2,1
